geneID,ensembl_gene_id,gene_symbol,mean_logCPM_KD,mean_logCPM_MISC,log2_fold_change_MISC_vs_KD,p_value,adjusted_p_value
ENSG00000225492.6,ENSG00000225492,GBP1P1,2.3912315194286697,4.27354760732177,1.8823160878931007,1.1737222329028379e-08,1.3508333611702134e-05
ENSG00000275126.2,ENSG00000275126,H4C13,6.476417505786237,7.449836063254541,0.9734185574683032,1.1822038097477887e-08,1.3508333611702134e-05
ENSG00000120217.14,ENSG00000120217,CD274,2.9959225121786197,4.5954311236636505,1.5995086114850308,1.5371570058793347e-08,1.6888625780749646e-05
ENSG00000166523.8,ENSG00000166523,CLEC4E,5.14196313047532,6.206794469076477,1.0648313386011568,2.032162379957567e-08,2.110655280063501e-05
ENSG00000168300.14,ENSG00000168300,PCMTD1,8.249717021779674,7.748490756728508,-0.5012262650511659,2.0958885126508555e-08,2.110655280063501e-05
ENSG00000149131.17,ENSG00000149131,SERPING1,5.293977998565091,6.386420358099875,1.0924423595347843,2.1427222264874864e-08,2.110655280063501e-05
ENSG00000142875.19,ENSG00000142875,PRKACB,7.5525747468269735,6.843636536675964,-0.7089382101510093,2.308555168020273e-08,2.198206230988904e-05
ENSG00000266875.2,ENSG00000266875,RN7SL408P,2.4765837590651776,0.9371786981743625,-1.539405060890815,2.6290658273350308e-08,2.4226417556016932e-05
ENSG00000180530.11,ENSG00000180530,NRIP1,7.858936761014863,7.191552852698918,-0.6673839083159443,2.9454117754943857e-08,2.6293322743366443e-05
ENSG00000117602.13,ENSG00000117602,RCAN3,6.929519389490714,6.042900699315976,-0.8866186901747382,3.118343627433828e-08,2.699351638220446e-05
ENSG00000156587.16,ENSG00000156587,UBE2L6,7.489259212827649,8.358739558163968,0.8694803453363189,3.240507312722715e-08,2.7191453173351934e-05
ENSG00000177200.18,ENSG00000177200,CHD9,7.901231443687104,7.381301344847851,-0.5199300988392528,3.331586015078477e-08,2.7191453173351934e-05
ENSG00000168062.10,ENSG00000168062,BATF2,3.2204261029826964,5.023923062867995,1.8034969598852988,3.867465320264287e-08,3.0226551080951375e-05
ENSG00000204264.12,ENSG00000204264,PSMB8,7.424966428162285,7.996238923959478,0.5712724957971931,3.915082230607018e-08,3.0226551080951375e-05
ENSG00000117228.11,ENSG00000117228,GBP1,7.414189359377953,8.902907290931,1.4887179315530465,4.2856936834237804e-08,3.1059836819238166e-05
ENSG00000103769.10,ENSG00000103769,RAB11A,9.191472846094847,8.349383883615895,-0.842088962478952,4.3411899939208604e-08,3.1059836819238166e-05
ENSG00000099860.9,ENSG00000099860,GADD45B,6.382751920698031,7.092109190162481,0.7093572694644497,4.4293327146570105e-08,3.1059836819238166e-05
ENSG00000119922.11,ENSG00000119922,IFIT2,6.976181776456436,8.254206501139981,1.2780247246835454,4.4579335909429566e-08,3.1059836819238166e-05
ENSG00000206560.12,ENSG00000206560,ANKRD28,7.70629072902648,6.799833373328383,-0.9064573556980973,4.7266884906797824e-08,3.154728051363884e-05
ENSG00000162512.16,ENSG00000162512,SDC3,3.1508254857658446,4.761561098211201,1.6107356124453567,4.841190909110479e-08,3.154728051363884e-05
ENSG00000243738.3,ENSG00000243738,RN7SL181P,1.6310196341964485,0.5217017728583202,-1.1093178613381283,4.8964012139725435e-08,3.154728051363884e-05
ENSG00000165209.19,ENSG00000165209,STRBP,5.9952453338160625,5.177307700013842,-0.8179376338022202,4.9696409126715254e-08,3.154728051363884e-05
ENSG00000116771.6,ENSG00000116771,AGMAT,3.011979770871218,1.5959714150047652,-1.416008355866453,5.319233739932623e-08,3.3032441524981586e-05
ENSG00000239437.3,ENSG00000239437,RN7SL752P,7.24750370705984,6.126491280554021,-1.1210124265058194,5.7728111282950236e-08,3.508640908316503e-05
ENSG00000159256.13,ENSG00000159256,MORC3,8.376883560849997,8.054957475566077,-0.32192608528391986,6.733315861639488e-08,3.881349065259424e-05
ENSG00000275014.1,ENSG00000275014,RN7SL166P,1.3332955939755784,0.3215964702584369,-1.0116991237171415,6.761874093099044e-08,3.881349065259424e-05
ENSG00000153064.12,ENSG00000153064,BANK1,7.408236899832475,6.618232426610994,-0.7900044732214804,6.793651658019016e-08,3.881349065259424e-05
ENSG00000096060.15,ENSG00000096060,FKBP5,7.769960167780779,8.596225818377315,0.826265650596536,7.131743571032011e-08,3.994615428433342e-05
ENSG00000156113.24,ENSG00000156113,KCNMA1,2.3899772582154126,3.9306851097236035,1.540707851508191,7.600753774663752e-08,4.144217818812112e-05
ENSG00000173221.14,ENSG00000173221,GLRX,7.03943266639564,7.6538501890538315,0.6144175226581918,7.721139460581831e-08,4.144217818812112e-05
ENSG00000169245.6,ENSG00000169245,CXCL10,3.0361601204857345,5.010594957701264,1.9744348372155298,7.839044431494539e-08,4.144217818812112e-05
ENSG00000099204.20,ENSG00000099204,ABLIM1,7.7890099145551455,7.09834954012717,-0.6906603744279751,7.979135336927332e-08,4.144217818812112e-05
ENSG00000206582.1,ENSG00000206582,Y_RNA,1.3545351367530825,0.2036948512220385,-1.150840285531044,8.435088073968437e-08,4.281480830122628e-05
ENSG00000155307.19,ENSG00000155307,SAMSN1,5.953325025786534,6.874255292910139,0.9209302671236044,8.543177459812008e-08,4.281480830122628e-05
ENSG00000137757.11,ENSG00000137757,CASP5,4.039744022893158,5.378427017731193,1.3386829948380345,9.046098555381525e-08,4.455359505741874e-05
ENSG00000137393.10,ENSG00000137393,RNF144B,5.761970473710053,6.493308697878411,0.7313382241683577,1.153698487466018e-07,5.5815233878619745e-05
ENSG00000055609.21,ENSG00000055609,KMT2C,9.218695290982492,8.873575989003962,-0.3451193019785297,1.1914223073202563e-07,5.5815233878619745e-05
ENSG00000182670.13,ENSG00000182670,TTC3,7.420555815367469,6.920155680331577,-0.5004001350358918,1.1918817008316896e-07,5.5815233878619745e-05
ENSG00000078668.14,ENSG00000078668,VDAC3,7.0439585344851325,6.450792380583743,-0.5931661539013895,1.295721084381024e-07,5.96993040264973e-05
ENSG00000108861.9,ENSG00000108861,DUSP3,6.251749440628457,6.78969090504112,0.537941464412663,1.4319470795459126e-07,6.492857186398181e-05
ENSG00000080503.24,ENSG00000080503,SMARCA2,8.717232790173245,8.401508128494484,-0.315724661678761,1.714051501304495e-07,7.650561747853782e-05
ENSG00000086300.16,ENSG00000086300,SNX10,6.594646016747398,7.2679633764370175,0.6733173596896194,1.7894464153901282e-07,7.864204046466832e-05
ENSG00000211935.3,ENSG00000211935,IGHV1-3,2.2706827549079147,0.8682770367165148,-1.4024057181914,1.88289965017475e-07,8.149532031347258e-05
ENSG00000119917.15,ENSG00000119917,IFIT3,6.859891175468288,8.35100511522641,1.4911139397581223,2.0570105475333586e-07,8.770233328483272e-05
ENSG00000119684.16,ENSG00000119684,MLH3,6.579118047281069,5.577926543479134,-1.0011915038019348,2.1369672226183692e-07,8.977147894311227e-05
ENSG00000240065.8,ENSG00000240065,PSMB9,7.2066337993004,7.898805219528865,0.6921714202284646,2.3471460613522904e-07,9.587681715324182e-05
ENSG00000162654.9,ENSG00000162654,GBP4,6.476473791237787,7.645022048812261,1.1685482575744741,2.3665198996597843e-07,9.587681715324182e-05
ENSG00000244514.3,ENSG00000244514,RN7SL125P,1.2687513345342982,0.32845330744039225,-0.940298027093906,2.3829916746762477e-07,9.587681715324182e-05
ENSG00000002549.13,ENSG00000002549,LAP3,6.629885874511929,7.61523278909369,0.9853469145817604,2.456530154363374e-07,9.716757341739366e-05
ENSG00000115956.10,ENSG00000115956,PLEK,9.151876112988447,9.588815250202968,0.43693913721452127,2.4831032904395916e-07,9.716757341739366e-05
ENSG00000168394.12,ENSG00000168394,TAP1,4.7879731687085645,5.698344759941854,0.9103715912332895,2.564201417685446e-07,9.835811207324124e-05
ENSG00000152601.18,ENSG00000152601,MBNL1,10.106685061545392,9.483029945596552,-0.6236551159488393,2.589131280417952e-07,9.835811207324124e-05
ENSG00000115415.20,ENSG00000115415,STAT1,8.277622088627444,9.134084862978405,0.8564627743509607,2.616822977513945e-07,9.835811207324124e-05
ENSG00000198019.13,ENSG00000198019,FCGR1B,2.098791266187277,3.4674743079570756,1.3686830417697986,3.0042025316417537e-07,0.00011120877309000088
ENSG00000125798.15,ENSG00000125798,FOXA2,1.1619350799696475,3.0122288786929965,1.850293798723349,3.036576454883452e-07,0.00011120877309000088
ENSG00000265141.2,ENSG00000265141,RN7SL451P,1.0366776586071107,0.25014939904541295,-0.7865282595616978,3.5564564775526134e-07,0.00012859966549084553
ENSG00000162645.13,ENSG00000162645,GBP2,8.308623530541135,9.074599878117168,0.7659763475760322,3.659173784090708e-07,0.00013065994789541896
ENSG00000081189.16,ENSG00000081189,MEF2C,7.454127018660166,6.861113288078166,-0.5930137305819994,3.7110938159723115e-07,0.00013081375795102708
ENSG00000010030.14,ENSG00000010030,ETV7,2.080617301152856,3.946933522763035,1.866316221610179,3.75506831617455e-07,0.00013081375795102708
ENSG00000169248.13,ENSG00000169248,CXCL11,1.9341438178538473,4.019795862068185,2.0856520442143376,3.9716481606768803e-07,0.00013558860622591692
ENSG00000278497.1,ENSG00000278497,RN7SL759P,0.3680959847743502,0.0,-0.3680959847743502,3.9931248507706884e-07,0.00013558860622591692
ENSG00000223609.11,ENSG00000223609,HBD,4.531352817010776,5.8929431646995525,1.361590347688776,4.0345275954641665e-07,0.00013558860622591692
ENSG00000253729.8,ENSG00000253729,PRKDC,7.373546922641022,6.9126851863883685,-0.4608617362526539,4.19796400302669e-07,0.0001394407438493726
ENSG00000116191.18,ENSG00000116191,RALGPS2,6.522045071273213,5.59961638850737,-0.922428682765843,4.4041119407355264e-07,0.00014460673758511614
ENSG00000168899.5,ENSG00000168899,VAMP5,5.044602678182613,5.997567803259013,0.9529651250763997,4.769735557988022e-07,0.000154832120397143
ENSG00000240490.3,ENSG00000240490,RN7SL277P,4.239735127363253,2.824284693926375,-1.4154504334368778,4.857955017721686e-07,0.0001559239809395929
ENSG00000174125.8,ENSG00000174125,TLR1,4.877226286167224,5.741732583928037,0.8645062977608129,4.917970274850258e-07,0.00015609637652374718
ENSG00000260032.2,ENSG00000260032,NORAD,9.540193843750567,8.830245946542068,-0.7099478972084992,5.491875500822089e-07,0.00017239661050163054
ENSG00000203356.2,ENSG00000203356,LINC01562,0.5090490734236903,1.775227698656565,1.2661786252328746,5.778344099944521e-07,0.00017941758430327741
ENSG00000100906.11,ENSG00000100906,NFKBIA,7.551082439369941,8.164923916098338,0.6138414767283971,6.002030456710343e-07,0.00018216199265058447
ENSG00000184863.11,ENSG00000184863,RBM33,8.103616458200884,7.804966554890143,-0.29864990331074104,6.018641315124806e-07,0.00018216199265058447
ENSG00000164924.18,ENSG00000164924,YWHAZ,10.852635796096994,10.339316450914499,-0.5133193451824951,6.05803728271565e-07,0.00018216199265058447
ENSG00000163735.7,ENSG00000163735,CXCL5,6.643210078077659,5.046133111693202,-1.5970769663844573,6.1489044754013e-07,0.00018240809942448447
ENSG00000198959.12,ENSG00000198959,TGM2,6.913292568241101,7.798209490417932,0.8849169221768314,6.193931822507523e-07,0.00018240809942448447
ENSG00000112139.17,ENSG00000112139,MDGA1,1.6255822436307703,3.0464990651242374,1.420916821493467,7.062936352968558e-07,0.00020229741002002717
ENSG00000147416.11,ENSG00000147416,ATP6V1B2,7.2273514301666815,7.738676223181258,0.5113247930145768,7.067786799587175e-07,0.00020229741002002717
ENSG00000133106.15,ENSG00000133106,EPSTI1,7.796798595993323,8.49984167248632,0.7030430764929978,7.081754884128935e-07,0.00020229741002002717
ENSG00000276903.2,ENSG00000276903,H2AC16,6.845147015180238,7.635613911624213,0.7904668964439745,7.366704767853193e-07,0.00020667659470526386
ENSG00000127314.18,ENSG00000127314,RAP1B,9.959370870841392,9.377788491430564,-0.5815823794108272,7.391376369967475e-07,0.00020667659470526386
ENSG00000116514.17,ENSG00000116514,RNF19B,6.312012933831664,6.973840230877013,0.6618272970453489,7.452107139481263e-07,0.00020667659470526386
ENSG00000171310.11,ENSG00000171310,CHST11,5.342035633776284,5.926395699866347,0.5843600660900634,7.918915640315421e-07,0.00021751129248197146
ENSG00000240997.3,ENSG00000240997,RN7SL183P,1.6084481627643843,0.5952538455506169,-1.0131943172137674,8.259580634077802e-07,0.00022400391510961966
ENSG00000115464.15,ENSG00000115464,USP34,8.144941808879322,7.880657644233203,-0.2642841646461189,8.312124554232194e-07,0.00022400391510961966
ENSG00000108061.12,ENSG00000108061,SHOC2,7.84729057223602,7.538433426737137,-0.3088571454988829,8.578645409990363e-07,0.0002274204783900819
ENSG00000180628.15,ENSG00000180628,PCGF5,8.113626630408392,7.407199884559968,-0.7064267458484244,8.680663373811883e-07,0.0002274204783900819
ENSG00000125538.12,ENSG00000125538,IL1B,5.333421832378121,6.425838002222815,1.0924161698446948,8.74734249161282e-07,0.0002274204783900819
ENSG00000213626.13,ENSG00000213626,LBH,7.6880889089163675,7.034461934795271,-0.6536269741210967,8.757352314957995e-07,0.0002274204783900819
ENSG00000276532.1,ENSG00000276532,Metazoa_SRP,2.358545566298344,1.014872040975662,-1.3436735253226821,8.844637329961622e-07,0.00022761793690782316
ENSG00000136231.14,ENSG00000136231,IGF2BP3,6.732989649821646,5.9962390503236245,-0.7367505994980217,9.183437484430206e-07,0.000234226852839494
ENSG00000125347.15,ENSG00000125347,IRF1,8.46950746394022,9.192483868042507,0.7229764041022868,9.392757594218803e-07,0.0002374455871119065
ENSG00000143344.16,ENSG00000143344,RGL1,4.49141668322071,5.454386837359359,0.9629701541386488,9.612818213924448e-07,0.00024087698692891734
ENSG00000231764.10,ENSG00000231764,DLX6-AS1,0.30920465515383316,1.7185585258566294,1.4093538707027962,9.868570951066153e-07,0.00024340171276700739
ENSG00000131203.13,ENSG00000131203,IDO1,1.8435329001613452,3.9231593957707958,2.0796264956094506,9.883987495964733e-07,0.00024340171276700739
ENSG00000242113.3,ENSG00000242113,RN7SL124P,1.340910507321683,0.4694983701783031,-0.8714121371433798,1.02103750878169e-06,0.0002492902348363911
ENSG00000067167.8,ENSG00000067167,TRAM1,7.095506698144293,6.484608369586172,-0.6108983285581209,1.0791750403519448e-06,0.0002612518152770649
ENSG00000276410.4,ENSG00000276410,H2BC3,6.030576110150654,6.874319039260584,0.8437429291099301,1.1222063851661754e-06,0.0002693861142744283
ENSG00000168646.13,ENSG00000168646,AXIN2,2.544935460834288,1.2927206248203376,-1.2522148360139502,1.1486860466136617e-06,0.0002734447133963822
ENSG00000276088.1,ENSG00000276088,RN7SL620P,1.2532703124943845,0.3916134713648837,-0.8616568411295007,1.2990795323492188e-06,0.0003066901315792379
ENSG00000131149.19,ENSG00000131149,GSE1,8.348849667622234,7.903282235468721,-0.44556743215351347,1.3585554202492209e-06,0.0003154789882844294
ENSG00000280106.1,ENSG00000280106,CTC-523E23.3,0.7225003420502066,0.1369029995047018,-0.5855973425455048,1.3694258420993139e-06,0.0003154789882844294
ENSG00000138496.17,ENSG00000138496,PARP9,6.846213746376016,7.571585559767945,0.7253718133919289,1.369439002564911e-06,0.0003154789882844294
ENSG00000265753.2,ENSG00000265753,RN7SL444P,1.5596512490744925,0.5241592560888374,-1.035491992985655,1.4479910886851806e-06,0.000330906507515047
ENSG00000244692.3,ENSG00000244692,RN7SL724P,0.6481991026291019,0.08676913055542364,-0.5614299720736782,1.58125686712509e-06,0.0003563427803339229
ENSG00000068796.19,ENSG00000068796,KIF2A,9.906379387776488,9.039900458231957,-0.866478929544531,1.5842446650706507e-06,0.0003563427803339229
ENSG00000154589.7,ENSG00000154589,LY96,3.7946194334161065,4.735865798920306,0.9412463655041998,1.6505831993550411e-06,0.00036836374744356334
ENSG00000112851.15,ENSG00000112851,ERBIN,9.164424018148734,8.910586487128182,-0.25383753102055273,1.7210597812148086e-06,0.0003811146799238932
ENSG00000165949.12,ENSG00000165949,IFI27,5.641935790160952,6.5244821448061865,0.8825463546452346,1.8370062622675781e-06,0.0004036609299071972
ENSG00000169877.10,ENSG00000169877,AHSP,3.2451100432298725,4.622993885617116,1.3778838423872433,1.9232764010725197e-06,0.0004193917074277679
ENSG00000205592.15,ENSG00000205592,MUC19,1.555305506424998,3.165222300047794,1.609916793622796,1.9949708828886426e-06,0.0004274526880748455
ENSG00000237649.8,ENSG00000237649,KIFC1,4.235312969885999,5.2616314444597325,1.026318474573734,2.0044020820773586e-06,0.0004274526880748455
ENSG00000182487.12,ENSG00000182487,NCF1B,5.999715387540907,6.5941892067948995,0.5944738192539925,2.005134082546709e-06,0.0004274526880748455
ENSG00000132274.16,ENSG00000132274,TRIM22,8.015703480250203,8.759723337667348,0.744019857417145,2.1217068965181897e-06,0.00044610512179468515
ENSG00000227036.8,ENSG00000227036,LINC00511,1.2545682692480742,2.7533008023721104,1.4987325331240362,2.133029665563923e-06,0.00044610512179468515
ENSG00000273739.1,ENSG00000273739,ENSG10010138075.1,1.0349502060055196,0.2627547631314938,-0.7721954428740258,2.1394805603119747e-06,0.00044610512179468515
ENSG00000277265.1,ENSG00000277265,RN7SL556P,0.33872516994992646,0.01743038960343531,-0.32129478034649117,2.160325822630752e-06,0.0004471874452845657
ENSG00000125148.7,ENSG00000125148,MT2A,6.755731149117567,7.738778396464928,0.9830472473473613,2.2602880702650505e-06,0.00046451359003734846
ENSG00000160791.13,ENSG00000160791,CCR5,3.1546139321437394,4.355971286763886,1.2013573546201464,2.2817287576268507e-06,0.00046557045493120436
ENSG00000123416.15,ENSG00000123416,TUBA1B,9.306647655656366,9.70861863916655,0.4019709835101839,2.3116940742335153e-06,0.0004672925550027568
ENSG00000100077.15,ENSG00000100077,GRK3,7.120913695994182,6.68708493533568,-0.4338287606585025,2.322885346579551e-06,0.0004672925550027568
ENSG00000244384.3,ENSG00000244384,RN7SL359P,2.0940677836538173,0.9504026068755186,-1.1436651767782986,2.382295046410625e-06,0.00047589258948088056
ENSG00000153147.6,ENSG00000153147,SMARCA5,9.259185981740504,8.997342407320707,-0.2618435744197978,2.424390715714561e-06,0.00048093850822987613
ENSG00000128284.19,ENSG00000128284,APOL3,7.137642850477955,7.841747632360709,0.7041047818827542,2.4707642233746533e-06,0.0004867575917580714
ENSG00000242855.3,ENSG00000242855,RN7SL496P,0.8173638419313852,0.1930399080631447,-0.6243239338682405,2.492414816310589e-06,0.0004876597372789609
ENSG00000253506.3,ENSG00000253506,NACA2,1.699299212232516,0.6510098999259915,-1.0482893123065244,2.6321109363161305e-06,0.0005114889864408611
ENSG00000135114.13,ENSG00000135114,OASL,3.872661120285208,5.051926826022298,1.1792657057370897,2.695531230912601e-06,0.0005198765769614828
ENSG00000277452.1,ENSG00000277452,RN7SL473P,3.0066972263715273,1.6076049394990446,-1.3990922868724827,2.711671566451759e-06,0.0005198765769614828
ENSG00000133321.11,ENSG00000133321,PLAAT4,5.88432127769282,6.693354808389933,0.8090335306971133,2.7504095552726544e-06,0.0005237879957061243
ENSG00000102804.15,ENSG00000102804,TSC22D1,8.884612020901335,8.004620240012713,-0.8799917808886217,2.804774973094967e-06,0.0005306039859697406
ENSG00000132383.12,ENSG00000132383,RPA1,7.107064733003444,6.665680695744066,-0.441384037259378,2.82752920944241e-06,0.0005313894697166571
ENSG00000150593.18,ENSG00000150593,PDCD4,8.397874702395926,8.028228986037359,-0.36964571635856736,2.9986778427229994e-06,0.0005598707925178118
ENSG00000104231.11,ENSG00000104231,ZFAND1,5.951183128176754,5.349296806443357,-0.6018863217333967,3.0984442969681316e-06,0.0005747412973194263
ENSG00000108106.14,ENSG00000108106,UBE2S,4.812551944288624,5.53106638105447,0.7185144367658456,3.121867349405605e-06,0.0005753500819556161
ENSG00000197705.10,ENSG00000197705,KLHL14,3.8926408927972305,2.4745573850466807,-1.4180835077505498,3.2963751039361903e-06,0.0006036169949938539
ENSG00000065978.19,ENSG00000065978,YBX1,10.743805096792887,11.10427893378528,0.36047383699239255,3.3555960513709664e-06,0.0006105474955634588
ENSG00000250334.6,ENSG00000250334,LINC00989,7.487297809727366,6.296748758076565,-1.1905490516508008,3.427966414308727e-06,0.0006197676493110323
ENSG00000244256.3,ENSG00000244256,RN7SL130P,1.0284647074227595,0.2526734984344508,-0.7757912089883088,3.6247574022048183e-06,0.0006512252827130996
ENSG00000129757.15,ENSG00000129757,CDKN1C,4.445756625727803,2.9039813288277614,-1.5417752969000418,3.6968167305448423e-06,0.0006600204170296497
ENSG00000148908.15,ENSG00000148908,RGS10,9.056191076015182,8.201485250475907,-0.8547058255392752,3.7631110530978363e-06,0.0006676834182782161
ENSG00000187109.15,ENSG00000187109,NAP1L1,11.532546756977101,10.884906777268386,-0.6476399797087158,4.216293942526117e-06,0.0007434731651987719
ENSG00000276588.1,ENSG00000276588,RN7SL322P,1.6775334476806527,0.6489340827856573,-1.0285993648949954,4.356141819893973e-06,0.000763420535135529
ENSG00000205853.12,ENSG00000205853,RFPL3S,0.374997276810309,1.692843143453079,1.3178458666427701,4.484458170213482e-06,0.0007811160493312092
ENSG00000145365.11,ENSG00000145365,TIFA,5.600794891260962,6.455714285193816,0.8549193939328532,4.668552678949874e-06,0.0008082537928901946
ENSG00000104894.12,ENSG00000104894,CD37,8.17661940978139,7.775080167561447,-0.4015392422199424,4.821252037381285e-06,0.0008296619620471916
ENSG00000175115.13,ENSG00000175115,PACS1,7.895411045124347,7.518622479031825,-0.37678856609252254,4.968628115794941e-06,0.0008454436905480402
ENSG00000150054.19,ENSG00000150054,MPP7,6.723118613568935,6.181437189212448,-0.5416814243564865,4.972153609608302e-06,0.0008454436905480402
ENSG00000183347.15,ENSG00000183347,GBP6,1.0958988692962608,2.574081709551822,1.478182840255561,5.082624489817544e-06,0.0008591139122847808
ENSG00000198589.14,ENSG00000198589,LRBA,8.01062304411407,7.291435409353393,-0.7191876347606767,5.128288427563123e-06,0.0008617334542456951
ENSG00000026751.17,ENSG00000026751,SLAMF7,5.019059103184329,5.947792147814135,0.9287330446298059,5.190645423260516e-06,0.0008671109775488883
ENSG00000082074.19,ENSG00000082074,FYB1,10.295608644623897,10.657288490650984,0.36167984602708714,5.294956646542908e-06,0.000879393788169446
ENSG00000187653.11,ENSG00000187653,TMSB4XP8,6.411551975362718,5.744329037803574,-0.6672229375591439,5.415577351030348e-06,0.0008942276451418088
ENSG00000081154.12,ENSG00000081154,PCNP,7.783685126096584,7.435005916998915,-0.3486792090976687,5.529529273069283e-06,0.0009077961678994088
ENSG00000211653.2,ENSG00000211653,IGLV1-40,2.8130885246818313,1.5132038619592212,-1.2998846627226102,5.7804830864202205e-06,0.0009370555532089399
ENSG00000133985.3,ENSG00000133985,TTC9,5.148495338790547,4.2023752601376625,-0.9461200786528847,5.798657787438464e-06,0.0009370555532089399
ENSG00000139266.6,ENSG00000139266,MARCHF9,2.347940841085946,1.1906471439144932,-1.157293697171453,5.806162322970747e-06,0.0009370555532089399
ENSG00000272324.5,ENSG00000272324,DAP-DT,0.9387782699992829,0.22652962174891392,-0.712248648250369,6.508170018748294e-06,0.0010444515997503582
ENSG00000115602.17,ENSG00000115602,IL1RL1,1.0304643783787597,2.508424093975546,1.4779597155967865,6.857660735295593e-06,0.0010870979324540135
ENSG00000239888.3,ENSG00000239888,RN7SL792P,1.3672674592655436,0.5280449629487379,-0.8392224963168057,6.872588121089643e-06,0.0010870979324540135
ENSG00000238201.1,ENSG00000238201,AC114752.3,5.192907138744609,3.5901606787409364,-1.6027464600036723,6.91850309445542e-06,0.0010870979324540135
ENSG00000278701.1,ENSG00000278701,Metazoa_SRP,2.279418507440446,1.059434485906413,-1.2199840215340327,6.926129794393e-06,0.0010870979324540135
ENSG00000196954.14,ENSG00000196954,CASP4,7.514174914081268,7.962127402339913,0.447952488258645,6.964801785861909e-06,0.0010871941410651985
ENSG00000167658.16,ENSG00000167658,EEF2,11.488694373599447,11.092304717778697,-0.3963896558207498,7.079503054900204e-06,0.0010990928492732566
ENSG00000185989.11,ENSG00000185989,RASA3,8.299853927729394,7.734048343912364,-0.5658055838170304,7.492722169241037e-06,0.001150282069742051
ENSG00000240474.3,ENSG00000240474,RN7SL116P,2.1223826171843863,0.9949543478969701,-1.127428269287416,7.496556344720462e-06,0.001150282069742051
ENSG00000267924.1,ENSG00000267924,RP11-255H23.4,1.6398251388393816,0.6493560056449081,-0.9904691331944735,7.569668822450625e-06,0.001150282069742051
